,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.264314651489258,572989200
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.320015907287598,334182800
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.335154056549072,333026400
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.339393138885498,306210800
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.438089847564697,404076400
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.5358734130859375,376784800
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.489856243133545,750545600
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.479866027832031,566924400
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.404786109924316,738326400
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2010-04-21,9.242856979370115,9.29464340209961,9.133213996887209,9.257857322692873,7.847699165344238,982391200
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,2010-04-22,9.222857475280762,9.526785850524902,9.149999618530272,9.516785621643066,8.06718635559082,793424800
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,2010-04-23,9.571070671081545,9.72071361541748,9.535714149475098,9.672499656677246,8.19918155670166,796955600
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2010-04-26,9.710000038146973,9.730713844299316,9.578213691711426,9.625,8.158917427062988,479068800
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,2010-04-27,9.54535675048828,9.565713882446287,9.304286003112791,9.35857105255127,7.933071613311768,709343600
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2010-04-28,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,7.9197516441345215,758402400
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,2010-04-29,9.39357089996338,9.64285659790039,9.357500076293944,9.59428596496582,8.132878303527832,558840800
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2010-04-30,9.618213653564451,9.663213729858398,9.321429252624512,9.3246431350708,7.904311656951904,542463600
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2010-05-03,9.422857284545898,9.567143440246582,9.38857078552246,9.512499809265137,8.063553810119629,454342000
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2010-05-04,9.38892936706543,9.40321445465088,9.16964340209961,9.238571166992188,7.8313493728637695,723819600
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,2010-05-05,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706056,7.749911308288574,883103200
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,2010-05-06,9.065357208251951,9.223214149475098,7.116071224212647,8.79464340209961,7.455041408538818,1285860800
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,2010-05-07,8.70392894744873,8.806071281433105,8.043213844299316,8.42357063293457,7.140490531921387,1676018400
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,2010-05-10,8.9375,9.094642639160156,8.876070976257324,9.071070671081545,7.689362049102783,984306400
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2010-05-11,8.994285583496094,9.28178596496582,8.946429252624512,9.161429405212402,7.7659592628479,848906800
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2010-05-12,9.258570671081545,9.397500038146973,9.239286422729492,9.360357284545898,7.934583187103271,654379600
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,2010-05-13,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,7.821659564971924,599712400
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2010-05-14,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,7.684216022491455,759362800
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,2010-05-17,9.096428871154783,9.149286270141602,8.846785545349121,9.079285621643066,7.696324348449707,762834800
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,2010-05-18,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133787,7.640017509460449,782678400
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,2010-05-19,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,7.51831579208374,1025726800
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,2010-05-20,8.638570785522461,8.708929061889648,8.436071395874023,8.491429328918457,7.198014736175537,1282915200
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,2010-05-21,8.3149995803833,8.73214340209961,8.262499809265137,8.65428638458252,7.336061000823975,1223891200
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2010-05-24,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,7.470478534698486,754238800
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,2010-05-25,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,7.423856735229492,1048006400
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2010-05-26,8.931428909301758,9.004643440246582,8.70535659790039,8.71821403503418,7.390254497528076,850654000
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2010-05-27,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,7.669986724853516,666282400
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2010-05-28,9.26392936706543,9.264286041259766,9.048213958740234,9.174285888671877,7.776858329772949,815614800
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2010-06-01,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251951,7.896440505981445,876472800
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,2010-06-02,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,7.9908928871154785,688548000
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2010-06-03,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,7.965764999389648,650106800
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,2010-06-04,9.22178554534912,9.353570938110352,9.093929290771484,9.14142894744873,7.74900484085083,758304400
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2010-06-07,9.224642753601074,9.255356788635254,8.948213577270508,8.962142944335938,7.597029685974121,886942000
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,2010-06-08,9.044285774230955,9.064286231994627,8.773214340209961,8.904643058776855,7.548284530639648,1000770400
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,2010-06-09,8.981071472167969,8.996429443359375,8.660357475280762,8.685713768005371,7.362706184387207,854630000
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,2010-06-10,8.744285583496094,8.963570594787598,8.649999618530273,8.946785926818848,7.584011554718018,776356000
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,2010-06-11,8.865357398986816,9.066429138183594,8.834643363952637,9.053929328918455,7.674834728240967,545759200
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,2010-06-14,9.14142894744873,9.255356788635254,9.071785926818848,9.081428527832031,7.698144912719727,602960400
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,2010-06-15,9.130000114440918,9.280357360839844,9.125,9.274642944335938,7.8619256019592285,585074000
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2010-06-16,9.324999809265137,9.5625,9.30821418762207,9.54464340209961,8.090798377990723,783678000
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2010-06-17,9.66428565979004,9.746429443359377,9.625,9.709643363952637,8.23066520690918,872855200
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,2010-06-18,9.723214149475098,9.821429252624512,9.693571090698242,9.788213729858398,8.297269821166992,784621600
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,2010-06-21,9.917499542236328,9.964642524719238,9.59749984741211,9.64892864227295,8.179200172424316,776490400
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,2010-06-22,9.720000267028809,9.856071472167969,9.696429252624512,9.780357360839844,8.290610313415527,717262000
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,2010-06-23,9.806428909301758,9.809286117553713,9.567856788635254,9.677499771118164,8.203423500061035,768457200
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,2010-06-24,9.678570747375488,9.757143020629885,9.574999809265137,9.60714340209961,8.143780708312988,714277200
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,2010-06-25,9.645000457763672,9.65250015258789,9.493213653564451,9.524999618530272,8.074150085449219,549942400
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2010-06-28,9.53321361541748,9.633929252624512,9.447142601013184,9.58214282989502,8.122589111328125,584948000
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2010-06-29,9.432856559753418,9.442500114440918,9.08214282989502,9.14892864227295,7.755361080169678,1133344800
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,2010-06-30,9.168213844299316,9.213213920593262,8.928929328918457,8.983214378356934,7.614889621734619,739452000
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,2010-07-01,9.08214282989502,9.100000381469728,8.686429023742676,8.874285697937012,7.522554397583008,1022896000
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,2010-07-02,8.946070671081543,8.961786270141602,8.685713768005371,8.819286346435547,7.475928783416748,693842800
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,2010-07-06,8.964285850524902,9.028571128845217,8.791428565979004,8.879643440246582,7.527092933654785,615235600
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,2010-07-07,8.946070671081543,9.241786003112791,8.91964340209961,9.238213539123535,7.83104944229126,654556000
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,2010-07-08,9.374285697937012,9.389286041259766,9.103214263916016,9.217499732971191,7.813488006591797,738144400
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,2010-07-09,9.174642562866213,9.282142639160156,9.1128568649292,9.272143363952637,7.859809875488281,433322400
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,2010-07-12,9.233214378356934,9.35178565979004,9.102143287658691,9.188928604125977,7.789268970489502,562878400
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,2010-07-13,9.15428638458252,9.157142639160156,8.801071166992188,8.992856979370117,7.623061656951904,1190924000
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,2010-07-14,8.906429290771484,9.135713577270508,8.89285659790039,9.026070594787598,7.651217937469482,812047600
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,2010-07-15,8.865357398986816,9.177499771118164,8.83214282989502,8.98035717010498,7.612466335296631,824866000
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,2010-07-16,9.042142868041992,9.106071472167969,8.871786117553711,8.925000190734863,7.5655412673950195,1039858400
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,2010-07-19,8.924285888671875,8.924285888671875,8.557143211364746,8.770713806152344,7.434757232666016,1024478000
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,2010-07-20,8.675000190734863,9.032142639160156,8.571785926818848,8.996070861816406,7.625787258148193,1074950800
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,2010-07-21,9.467499732971191,9.469642639160156,9.071429252624512,9.079999923706056,7.696930885314941,1185671200
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,2010-07-22,9.20285701751709,9.285714149475098,9.118213653564451,9.250714302062988,7.841642379760742,645318800
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,2010-07-23,9.181785583496094,9.299285888671877,9.152856826782228,9.283571243286133,7.869494915008545,533388800
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,2010-07-26,9.285714149475098,9.28928565979004,9.20392894744873,9.260000228881836,7.849513530731201,420551600
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,2010-07-27,9.31678581237793,9.45714282989502,9.296428680419922,9.431428909301758,7.9948296546936035,584771600
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,2010-07-28,9.416786193847656,9.499643325805664,9.29464340209961,9.31999969482422,7.900376319885254,519985200
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,2010-07-29,9.311071395874023,9.380356788635254,9.146429061889648,9.21821403503418,7.814097881317139,643806800
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,2010-07-30,9.13892936706543,9.274999618530272,9.103570938110352,9.1875,7.788057327270508,448210000
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,2010-08-02,9.30142879486084,9.378213882446287,9.272143363952637,9.35178565979004,7.927318096160889,428055600
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,2010-08-03,9.321785926818848,9.402142524719238,9.265000343322754,9.354642868041992,7.929738521575928,417653600
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,2010-08-04,9.3871431350708,9.438570976257324,9.296786308288574,9.39214324951172,7.961528301239014,420375200
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,2010-08-05,9.34749984741211,9.399286270141602,9.305356979370115,9.346428871154783,7.922778606414795,289097200
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,2010-08-06,9.277856826782228,9.338929176330566,9.20107078552246,9.288928985595703,7.874039173126221,444897600
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,2010-08-09,9.338570594787598,9.362500190734863,9.270357131958008,9.348214149475098,7.924290657043457,303128000
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,2010-08-10,9.280357360839844,9.301786422729492,9.198213577270508,9.264642715454102,7.853450298309326,451920000
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,2010-08-11,9.121429443359377,9.131786346435549,8.921786308288574,8.935357093811035,7.574322700500488,620054400
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,2010-08-12,8.810357093811035,9.03928565979004,8.789999961853027,8.992500305175781,7.622761249542236,534920400
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,2010-08-13,8.987500190734863,8.99571418762207,8.896071434020996,8.896429061889648,7.541323661804199,354869200
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,2010-08-16,8.842143058776855,8.928929328918457,8.807856559753418,8.84428596496582,7.4971208572387695,318430000
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,2010-08-17,8.931428909301758,9.093929290771484,8.899999618530273,8.998929023742676,7.628210067749023,422640400
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,2010-08-18,9.012857437133787,9.095356941223145,8.984999656677246,9.038213729858398,7.661508560180664,339696000
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,2010-08-19,9.029999732971191,9.052857398986816,8.881428718566895,8.924285888671875,7.56493616104126,426706000
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,2010-08-20,8.90678596496582,9.068571090698242,8.89285659790039,8.915714263916016,7.557671546936035,384230000
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,2010-08-23,8.992500305175781,9.0,8.758929252624512,8.778571128845215,7.441415786743164,414041600
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,2010-08-24,8.666786193847656,8.678570747375488,8.523214340209961,8.568928718566895,7.263707637786865,602565600
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,2010-08-25,8.501428604125977,8.713929176330566,8.471428871154785,8.674642562866211,7.353319644927978,596867600
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,2010-08-26,8.766071319580078,8.776785850524902,8.581428527832031,8.581428527832031,7.27430248260498,466505200
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,2010-08-27,8.633929252624512,8.664643287658691,8.412857055664062,8.62928581237793,7.314870357513428,548391200
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,2010-08-30,8.598570823669434,8.776785850524902,8.59571361541748,8.660714149475098,7.341511249542236,383289200
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,2010-08-31,8.637499809265137,8.734286308288574,8.583929061889648,8.682143211364746,7.359675884246826,420786800
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,2010-09-01,8.838213920593262,8.980713844299316,8.795714378356934,8.940357208251953,7.578554630279541,697037600
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,2010-09-02,8.973570823669434,9.006071090698242,8.8774995803833,9.006071090698242,7.634263515472412,415427600
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,2010-09-03,9.110357284545898,9.242142677307127,9.089285850524902,9.241786003112791,7.8340744972229,520788800
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,2010-09-07,9.165714263916016,9.268928527832031,9.151785850524902,9.207500457763672,7.80501127243042,342557600
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,2010-09-08,9.277856826782228,9.442500114440918,9.253570556640623,9.390000343322754,7.959713459014893,526551200
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,2010-09-09,9.46571445465088,9.51857089996338,9.390000343322754,9.395357131958008,7.964254856109619,438575200
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,2010-09-10,9.399642944335938,9.446429252624512,9.33571434020996,9.407500267028809,7.974546909332275,387542400
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,2010-09-13,9.493571281433104,9.581428527832031,9.491429328918455,9.537142753601074,8.084444046020508,388780000
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,2010-09-14,9.50749969482422,9.613213539123535,9.48285675048828,9.57357120513916,8.115323066711426,408150400
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,2010-09-15,9.577500343322754,9.656429290771484,9.565713882446287,9.650713920593262,8.180715560913086,429368800
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2010-09-16,9.651429176330566,9.881071090698242,9.625,9.8774995803833,8.372955322265625,652103200
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,2010-09-17,9.917499542236328,9.927143096923828,9.774286270141602,9.834643363952637,8.336625099182129,634477200
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,2010-09-20,9.859999656677246,10.135000228881836,9.85178565979004,10.115357398986816,8.574584007263184,658677600
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,2010-09-21,10.137857437133787,10.262499809265137,10.099642753601074,10.134642601013184,8.590929985046387,668074400
